Cloze,"Ang {{c1::PHP tags}} ay ginagamit para mag-embed ng PHP code sa loob ng HTML gamit ang <?php ... ?>.",,PHP tags
Cloze,"Ang {{c1::string}} ay isang PHP data type na nag-iimbak ng text na naka-enclose sa quotes.",,string
Cloze,"Ang {{c1::array}} ay isang PHP data structure na nag-iimbak ng maraming values sa isang variable.",,array
Cloze,"Ang {{c1::foreach}} loop ay ginagamit para mag-iterate sa bawat elemento ng isang array.",,foreach
Cloze,"Ang {{c1::function}} ay isang reusable block ng code na tumatanggap ng parameters at nagre-return ng value.",,function
Cloze,"Ang {{c1::variable}} ay isang named container na nag-iimbak ng data at nagsisimula sa $ sign.",,variable
Cloze,"Ang {{c1::if-else}} statement ay nag-e-execute ng code base sa kung true o false ang condition.",,if-else
Cloze,"Ang {{c1::return type}} ay nagde-declare kung anong type ng value ang ibabalik ng isang function.",,return type
Cloze,"Ang {{c1::associative array}} ay gumagamit ng named keys imbes na numeric index.",,associative array
Cloze,"Ang {{c1::operator}} ay simbolo tulad ng +, ==, at && na nag-o-operate sa mga values.",,operator
Cloze,"Ang {{c1::class}} ay blueprint para sa paggawa ng objects na may mga properties at methods.",,class
Cloze,"Ang {{c1::inheritance}} ay nagpapahintulot sa child class na magmana ng properties at methods mula sa parent class.",,inheritance
Cloze,"Ang {{c1::interface}} ay nagde-declare ng method signatures na dapat i-implement ng isang class.",,interface
Cloze,"Ang {{c1::trait}} ay nagpapahintulot ng code reuse sa multiple classes nang walang inheritance.",,trait
Cloze,"Ang {{c1::constructor}} ay isang magic method na awtomatikong tumatakbo kapag nag-instantiate ng object.",,constructor
Cloze,"Ang {{c1::abstract class}} ay hindi maaaring i-instantiate at maaaring maglaman ng abstract methods.",,abstract class
Cloze,"Ang {{c1::visibility}} ay kumokontrol sa access level ng properties at methods gamit ang public, protected, at private.",,visibility
Cloze,"Ang {{c1::polymorphism}} ay nagpapahintulot sa magkakaibang classes na i-handle ang parehong method call nang magkaiba.",,polymorphism
Cloze,"Ang {{c1::static method}} ay tinatawag direkta sa class nang hindi nag-i-instantiate ng object.",,static method
Cloze,"Ang {{c1::property}} ay isang variable na nabibilang sa loob ng isang class.",,property
Cloze,"Ang {{c1::Composer}} ay ang dependency manager ng PHP na nagma-manage ng packages at autoloading.",,Composer
Cloze,"Ang {{c1::composer.json}} ay ang configuration file na naglilista ng mga dependencies ng project.",,composer.json
Cloze,"Ang {{c1::composer.lock}} ay nagne-lock ng eksaktong versions ng bawat installed package.",,composer.lock
Cloze,"Ang {{c1::autoloading}} ay awtomatikong naglo-load ng classes nang walang manual na require statements.",,autoloading
Cloze,"Ang {{c1::Packagist}} ay ang default package repository ng Composer.",,Packagist
Cloze,"Ang {{c1::vendor directory}} ay kung saan ini-install ng Composer ang lahat ng dependencies.",,vendor directory
Cloze,"Ang {{c1::require}} ay ang Composer command para mag-add ng bagong package.",,require
Cloze,"Ang {{c1::update}} ay ang Composer command na nag-a-update ng mga dependencies base sa composer.json.",,update
Cloze,"Ang {{c1::semantic versioning}} ay gumagamit ng MAJOR.MINOR.PATCH na version numbers.",,semantic versioning
Cloze,"Ang {{c1::dev-dependencies}} ay mga package na para lamang sa development environment tulad ng testing tools.",,dev-dependencies
Cloze,"Ang {{c1::namespace}} ay nag-o-organize ng code at nag-iwas sa name collisions sa pagitan ng mga classes.",,namespace
Cloze,"Ang {{c1::PSR-4}} ay isang standard na nagma-map ng namespaces sa directory structure para sa autoloading.",,PSR-4
Cloze,"Ang {{c1::use statement}} ay nag-i-import ng class mula sa isang namespace nang hindi ginagamit ang buong path.",,use statement
Cloze,"Ang {{c1::fully qualified name}} ay ang kumpletong namespace path ng isang class simula sa root.",,fully qualified name
Cloze,"Ang {{c1::alias}} ay nagbibigay ng alternatibong pangalan sa isang imported class.",,alias
Cloze,"Ang {{c1::App namespace}} ay ang root namespace ng mga application classes ng Laravel.",,App namespace
Cloze,"Ang {{c1::directory structure mapping}} ng PSR-4 ay nagsasabing ang namespace segment ay tumutugma sa folder path.",,directory structure mapping
Cloze,"Ang {{c1::composer autoload}} ay nagsasabi sa Composer kung paano mag-auto-load ng project classes.",,composer autoload
Cloze,"Ang {{c1::backslash}} ay ginagamit bilang separator ng namespace segments sa PHP.",,backslash
Cloze,"Ang {{c1::PHP CLI}} ay ang command-line interface para mag-run ng PHP scripts.",,PHP CLI
Cloze,"Ang {{c1::extension}} ay isang compiled library na nagdadagdag ng functionality sa PHP.",,extension
Cloze,"Ang {{c1::php.ini}} ay ang configuration file ng PHP runtime settings.",,php.ini
Cloze,"Ang {{c1::built-in web server}} ay inilulunsad ng php -S para sa local development.",,built-in web server
Cloze,"Ang {{c1::version manager}} ay nagpapahintulot sa pagpalit ng PHP versions per project.",,version manager
Cloze,"Ang {{c1::artisan serve}} ay ang Laravel command na nagra-run ng development server.",,artisan serve
Cloze,"Ang {{c1::local server stack}} tulad ng XAMPP o Laragon ay nagbibigay ng bundled PHP, web server, at database.",,local server stack
Cloze,"Ang {{c1::error reporting}} ay nagpapakita ng PHP errors para mas madali ang debugging.",,error reporting
Cloze,"Ang {{c1::environment}} ay tumutukoy sa configuration ng application sa development versus production.",,environment
Cloze,"Ang {{c1::Xdebug}} ay isang extension na ginagamit para sa debugging at profiling ng PHP code.",,Xdebug
Cloze,"Ang {{c1::composer create-project}} ay ang command na nag-install ng bagong Laravel application.",,composer create-project
Cloze,"Ang {{c1::Laravel installer}} ay isang tool na gumagawa ng bagong Laravel project gamit ang laravel new command.",,Laravel installer
